
Best schedule:

  Group: TTP-41 (Subgroup 2), Теорія прийняття рішень (Практика), Teacher: Мащенко С.О., auditorium: A3 (Students: 15, Capacity: 30)
  Group: TK-41, Інтелектуальні системи (Лекція), Teacher: Ткаченко О.М., auditorium: A4 (Students: 25, Capacity: 30)
  Group: MI-41 (Subgroup 1), Інформаційні технології (Практика), Teacher: Ткаченко О.М., auditorium: A1 (Students: 16, Capacity: 30)
  Group: MI-42, Розробка ПЗ під мобільні платформи (Лекція), Teacher: Пашко А.О., auditorium: A4 (Students: 29, Capacity: 30)
  Group: MI-42, Розробка ПЗ під мобільні платформи (Лекція), Teacher: Мащенко С.О., auditorium: A3 (Students: 29, Capacity: 30)

Кількість годин лекторів на тиждень:
Мащенко С.О. (L1): 85.5 годин
Пашко А.О. (L2): 93.0 годин
Тарануха В.Ю. (L3): 93.0 годин
Ткаченко О.М. (L4): 48.0 годин
Шишацька О.В. (L5): 66.0 годин
Криволап А.В. (L6): 61.5 годин
Свистунов А.О. (L7): 51.0 годин
Зінько Т.П. (L8): 90.0 годин
